strains,species,species_color,strains2,diversity2,color2
Pseudomonas_cannabina_ICMP_2823_5053,cannabina,#7E7E80,Pseudomonas_cannabina_ICMP_2823_5053,NaN,#000000
Pseudomonas_cannabina_CCUG_51523T_11684,cannabina,#7E7E80,Pseudomonas_cannabina_CCUG_51523T_11684,1.60426015255358,#CCCDE4
Pseudomonas_syringae_RM1_6415,syringae,#E27820,Pseudomonas_syringae_RM1_6415,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_tomato_407_3835,syringae,#E27820,Pseudomonas_syringae_pv_tomato_407_3835,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_tomato_NYS-T1_3085,syringae,#E27820,Pseudomonas_syringae_pv_tomato_NYS-T1_3085,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_berberidis_ICMP4116_3833,syringae,#E27820,Pseudomonas_syringae_pv_berberidis_ICMP4116_3833,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_spinaceae_ICMP16929_3797,syringae,#E27820,Pseudomonas_syringae_pv_spinaceae_ICMP16929_3797,1.60426015255358,#CCCDE4
Pseudomonas_syringae_ICMP_8406_5980,syringae,#E27820,Pseudomonas_syringae_ICMP_8406_5980,1.60426015255358,#CCCDE4
Pseudomonas_syringae_isolate_CFBP1573P1_6181,syringae,#E27820,Pseudomonas_syringae_isolate_CFBP1573P1_6181,1.60426015255358,#CCCDE4
Pseudomonas_syringae_BS2900_5075,syringae,#E27820,Pseudomonas_syringae_BS2900_5075,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_maculicola_90_32_3818,syringae,#E27820,Pseudomonas_syringae_pv_maculicola_90_32_3818,1.60426015255358,#CCCDE4
Pseudomonas_syringae_BS0426_5946,syringae,#E27820,Pseudomonas_syringae_BS0426_5946,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,syringae,#E27820,Pseudomonas_syringae_pv_maculicola_CFBP_1657_3086,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_tomato_BRIP38746_11422,syringae,#E27820,Pseudomonas_syringae_pv_tomato_BRIP38746_11422,1.60426015255358,#CCCDE4
Pseudomonas_syringae_9643_6237,syringae,#E27820,Pseudomonas_syringae_9643_6237,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4G1_8945,sp,#174590,Pseudomonas_sp_286_isolate_p4G1_8945,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11G5_7937,sp,#174590,Pseudomonas_sp_286_isolate_p11G5_7937,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,syringae,#E27820,Pseudomonas_syringae_pv_viburni_CFBP_1702_3087,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_delphinii_ICMP_4330_11400,syringae,#E27820,Pseudomonas_syringae_pv_delphinii_ICMP_4330_11400,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_primulae_ICMP_8670_11402,syringae,#E27820,Pseudomonas_syringae_pv_primulae_ICMP_8670_11402,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_theae_ICMP_3934_11489,syringae,#E27820,Pseudomonas_syringae_pv_theae_ICMP_3934_11489,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_primulae_ICMP_2732_11398,syringae,#E27820,Pseudomonas_syringae_pv_primulae_ICMP_2732_11398,1.60426015255358,#CCCDE4
Pseudomonas_avellanae_R25260_6575,avellanae,#7E7E80,Pseudomonas_avellanae_R25260_6575,1.60426015255358,#CCCDE4
Pseudomonas_syringae_CFBP_3800_5881,syringae,#E27820,Pseudomonas_syringae_CFBP_3800_5881,1.60426015255358,#CCCDE4
Pseudomonas_avellanae_R2sc214_6308,avellanae,#7E7E80,Pseudomonas_avellanae_R2sc214_6308,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,syringae,#E27820,Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,1.60426015255358,#CCCDE4
Pseudomonas_syringae_ICMP18802_5383,syringae,#E27820,Pseudomonas_syringae_ICMP18802_5383,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_MAFF_212138_11456,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_MAFF_212138_11456,1.60426015255358,#CCCDE4
Pseudomonas_syringae_MAFF212054_6837,syringae,#E27820,Pseudomonas_syringae_MAFF212054_6837,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_MAFF_212056_12215,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_MAFF_212056_12215,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_ICMP_19071_11483,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_ICMP_19071_11483,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_ICMP_18886_404,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_ICMP_18886_404,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_ICMP_19101_394,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_ICMP_19101_394,1.60426015255358,#CCCDE4
Pseudomonas_syringae_Psa_JA12_7257,syringae,#E27820,Pseudomonas_syringae_Psa_JA12_7257,1.60426015255358,#CCCDE4
Pseudomonas_syringae_C69_6006,syringae,#E27820,Pseudomonas_syringae_C69_6006,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_actinidiae_MAFF_212109_12255,syringae,#E27820,Pseudomonas_syringae_pv_actinidiae_MAFF_212109_12255,1.60426015255358,#CCCDE4
Pseudomonas_syringae_NZ35_5847,syringae,#E27820,Pseudomonas_syringae_NZ35_5847,1.60426015255358,#CCCDE4
Pseudomonas_syringae_C73_6823,syringae,#E27820,Pseudomonas_syringae_C73_6823,1.60426015255358,#CCCDE4
Pseudomonas_syringae_M256_7288,syringae,#E27820,Pseudomonas_syringae_M256_7288,1.60426015255358,#CCCDE4
Pseudomonas_syringae_C75_6629,syringae,#E27820,Pseudomonas_syringae_C75_6629,1.60426015255358,#CCCDE4
Pseudomonas_congelans_RMX8151a_6076,congelans,#7E7E80,Pseudomonas_congelans_RMX8151a_6076,1.60426015255358,#CCCDE4
Pseudomonas_syringae_UB0390_2476,syringae,#E27820,Pseudomonas_syringae_UB0390_2476,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13B4_8034,sp,#174590,Pseudomonas_sp_286_isolate_p13B4_8034,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5A5_8974,sp,#174590,Pseudomonas_sp_286_isolate_p5A5_8974,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23D8_8435,sp,#174590,Pseudomonas_sp_286_isolate_p23D8_8435,1.60426015255358,#CCCDE4
Pseudomonas_syringae_13-429_11508,syringae,#E27820,Pseudomonas_syringae_13-429_11508,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_papulans_CFBP_1754_3080,syringae,#E27820,Pseudomonas_syringae_pv_papulans_CFBP_1754_3080,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_dysoxyli_CFBP_2356_12226,syringae,#E27820,Pseudomonas_syringae_pv_dysoxyli_CFBP_2356_12226,1.60426015255358,#CCCDE4
Pseudomonas_syringae_psy100_6403,syringae,#E27820,Pseudomonas_syringae_psy100_6403,1.60426015255358,#CCCDE4
Pseudomonas_syringae_CFBP_8692_12247,syringae,#E27820,Pseudomonas_syringae_CFBP_8692_12247,1.60426015255358,#CCCDE4
Pseudomonas_syringae_7969_7137,syringae,#E27820,Pseudomonas_syringae_7969_7137,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_avellanae_ISPaVe037_292,syringae,#E27820,Pseudomonas_syringae_pv_avellanae_ISPaVe037_292,1.60426015255358,#CCCDE4
Pseudomonas_syringae_7928A_6990,syringae,#E27820,Pseudomonas_syringae_7928A_6990,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_coryli_NCPPB_4273_3089,syringae,#E27820,Pseudomonas_syringae_pv_coryli_NCPPB_4273_3089,1.60426015255358,#CCCDE4
Pseudomonas_syringae_R1079_7297,syringae,#E27820,Pseudomonas_syringae_R1079_7297,1.60426015255358,#CCCDE4
Pseudomonas_sp_SZ57_12258,sp,#174590,Pseudomonas_sp_SZ57_12258,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_B301D-R_2473,syringae,#E27820,Pseudomonas_syringae_pv_syringae_B301D-R_2473,1.60426015255358,#CCCDE4
Pseudomonas_syringae_RMX24a1_6882,syringae,#E27820,Pseudomonas_syringae_RMX24a1_6882,1.60426015255358,#CCCDE4
Pseudomonas_syringae_ICMP_508_7220,syringae,#E27820,Pseudomonas_syringae_ICMP_508_7220,1.60426015255358,#CCCDE4
Pseudomonas_sp_NP10-3_6367,sp,#174590,Pseudomonas_sp_NP10-3_6367,1.60426015255358,#CCCDE4
Pseudomonas_syringae_5275_6122,syringae,#E27820,Pseudomonas_syringae_5275_6122,1.60426015255358,#CCCDE4
Pseudomonas_syringae_Pss9644_6655,syringae,#E27820,Pseudomonas_syringae_Pss9644_6655,1.60426015255358,#CCCDE4
Pseudomonas_syringae_2676C_6925,syringae,#E27820,Pseudomonas_syringae_2676C_6925,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_HRI-W_7924_3884,syringae,#E27820,Pseudomonas_syringae_pv_syringae_HRI-W_7924_3884,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_2339_3881,syringae,#E27820,Pseudomonas_syringae_pv_syringae_2339_3881,1.60426015255358,#CCCDE4
Pseudomonas_syringae_03-A13_6166,syringae,#E27820,Pseudomonas_syringae_03-A13_6166,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_2340_3879,syringae,#E27820,Pseudomonas_syringae_pv_syringae_2340_3879,1.60426015255358,#CCCDE4
Pseudomonas_sp_NP28-5_6876,sp,#174590,Pseudomonas_sp_NP28-5_6876,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_atrofaciens_LMG_5095_208,syringae,#E27820,Pseudomonas_syringae_pv_atrofaciens_LMG_5095_208,1.60426015255358,#CCCDE4
Pseudomonas_syringae_1845_4123,syringae,#E27820,Pseudomonas_syringae_1845_4123,1.60426015255358,#CCCDE4
Pseudomonas_syringae_5264_5873,syringae,#E27820,Pseudomonas_syringae_5264_5873,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_lapsa_ICMP_3946_11458,syringae,#E27820,Pseudomonas_syringae_pv_lapsa_ICMP_3946_11458,1.60426015255358,#CCCDE4
Pseudomonas_syringae_2507_4122,syringae,#E27820,Pseudomonas_syringae_2507_4122,1.60426015255358,#CCCDE4
Pseudomonas_syringae_Pss9293_6573,syringae,#E27820,Pseudomonas_syringae_Pss9293_6573,1.60426015255358,#CCCDE4
Pseudomonas_syringae_14-Gil_11506,syringae,#E27820,Pseudomonas_syringae_14-Gil_11506,1.60426015255358,#CCCDE4
Pseudomonas_syringae_P121_12232,syringae,#E27820,Pseudomonas_syringae_P121_12232,1.60426015255358,#CCCDE4
Pseudomonas_syringae_3023_7233,syringae,#E27820,Pseudomonas_syringae_3023_7233,1.60426015255358,#CCCDE4
Pseudomonas_syringae_DSM_10604_202,syringae,#E27820,Pseudomonas_syringae_DSM_10604_202,1.60426015255358,#CCCDE4
Pseudomonas_syringae_MB03_4121,syringae,#E27820,Pseudomonas_syringae_MB03_4121,1.60426015255358,#CCCDE4
Pseudomonas_syringae_202_6455,syringae,#E27820,Pseudomonas_syringae_202_6455,1.60426015255358,#CCCDE4
Pseudomonas_syringae_1188_1_11471,syringae,#E27820,Pseudomonas_syringae_1188_1_11471,1.60426015255358,#CCCDE4
Pseudomonas_syringae_B576_3078,syringae,#E27820,Pseudomonas_syringae_B576_3078,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_Alf3_2478,syringae,#E27820,Pseudomonas_syringae_pv_syringae_Alf3_2478,1.60426015255358,#CCCDE4
Pseudomonas_syringae_P108_12228,syringae,#E27820,Pseudomonas_syringae_P108_12228,1.60426015255358,#CCCDE4
Pseudomonas_syringae_pv_syringae_41a_3079,syringae,#E27820,Pseudomonas_syringae_pv_syringae_41a_3079,1.60426015255358,#CCCDE4
Pseudomonas_syringae_BS3829_5514,syringae,#E27820,Pseudomonas_syringae_BS3829_5514,1.60426015255358,#CCCDE4
Pseudomonas_syringae_ICMP_4122_6689,syringae,#E27820,Pseudomonas_syringae_ICMP_4122_6689,1.60426015255358,#CCCDE4
Pseudomonas_syringae_BS3827_5522,syringae,#E27820,Pseudomonas_syringae_BS3827_5522,1.60426015255358,#CCCDE4
Pseudomonas_syringae_BRIP34881_444,syringae,#E27820,Pseudomonas_syringae_BRIP34881_444,1.60426015255358,#CCCDE4
Pseudomonas_syringae_LMG5095_7342,syringae,#E27820,Pseudomonas_syringae_LMG5095_7342,1.60426015255358,#CCCDE4
Pseudomonas_syringae_Pss9656_6144,syringae,#E27820,Pseudomonas_syringae_Pss9656_6144,1.60426015255358,#CCCDE4
Pseudomonas_sp_NFACC10-1_5495,sp,#174590,Pseudomonas_sp_NFACC10-1_5495,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23F4_8448,sp,#174590,Pseudomonas_sp_286_isolate_p23F4_8448,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2C11_8754,sp,#174590,Pseudomonas_sp_286_isolate_p2C11_8754,1.60426015255358,#CCCDE4
Pseudomonas_congelans_DSM_14939_5276,congelans,#7E7E80,Pseudomonas_congelans_DSM_14939_5276,1.60426015255358,#CCCDE4
Pseudomonas_asturiensis_LMG_26898_5077,asturiensis,#7E7E80,Pseudomonas_asturiensis_LMG_26898_5077,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25F12_8602,sp,#174590,Pseudomonas_sp_286_isolate_p25F12_8602,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25H12_8628,sp,#174590,Pseudomonas_sp_286_isolate_p25H12_8628,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25G12_8609,sp,#174590,Pseudomonas_sp_286_isolate_p25G12_8609,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23B2_8412,sp,#174590,Pseudomonas_sp_286_isolate_p23B2_8412,1.60426015255358,#CCCDE4
Pseudomonas_viridiflava_LMCA8_3094,viridiflava,#7E7E80,Pseudomonas_viridiflava_LMCA8_3094,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p21G10_8333,sp,#174590,Pseudomonas_sp_286_isolate_p21G10_8333,1.60426015255358,#CCCDE4
Pseudomonas_viridiflava_CDRTc14_4128,viridiflava,#7E7E80,Pseudomonas_viridiflava_CDRTc14_4128,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4H9_8960,sp,#174590,Pseudomonas_sp_286_isolate_p4H9_8960,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5G9_9038,sp,#174590,Pseudomonas_sp_286_isolate_p5G9_9038,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11F10_7923,sp,#174590,Pseudomonas_sp_286_isolate_p11F10_7923,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25G11_8613,sp,#174590,Pseudomonas_sp_286_isolate_p25G11_8613,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25F11_8608,sp,#174590,Pseudomonas_sp_286_isolate_p25F11_8608,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4A2_8891,sp,#174590,Pseudomonas_sp_286_isolate_p4A2_8891,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1H9_8182,sp,#174590,Pseudomonas_sp_286_isolate_p1H9_8182,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12F10_7998,sp,#174590,Pseudomonas_sp_286_isolate_p12F10_7998,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4G8_8948,sp,#174590,Pseudomonas_sp_286_isolate_p4G8_8948,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4F11_8931,sp,#174590,Pseudomonas_sp_286_isolate_p4F11_8931,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3G5_8877,sp,#174590,Pseudomonas_sp_286_isolate_p3G5_8877,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6F4_9102,sp,#174590,Pseudomonas_sp_286_isolate_p6F4_9102,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2F4_8783,sp,#174590,Pseudomonas_sp_286_isolate_p2F4_8783,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9F10_9336,sp,#174590,Pseudomonas_sp_286_isolate_p9F10_9336,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24F3_8519,sp,#174590,Pseudomonas_sp_286_isolate_p24F3_8519,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8C7_9235,sp,#174590,Pseudomonas_sp_286_isolate_p8C7_9235,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25H10_8621,sp,#174590,Pseudomonas_sp_286_isolate_p25H10_8621,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1C1_8130,sp,#174590,Pseudomonas_sp_286_isolate_p1C1_8130,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13C12_8042,sp,#174590,Pseudomonas_sp_286_isolate_p13C12_8042,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1H3_8175,sp,#174590,Pseudomonas_sp_286_isolate_p1H3_8175,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3G3_8867,sp,#174590,Pseudomonas_sp_286_isolate_p3G3_8867,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8E5_9247,sp,#174590,Pseudomonas_sp_286_isolate_p8E5_9247,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4H4_8955,sp,#174590,Pseudomonas_sp_286_isolate_p4H4_8955,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2H4_8799,sp,#174590,Pseudomonas_sp_286_isolate_p2H4_8799,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11G4_7936,sp,#174590,Pseudomonas_sp_286_isolate_p11G4_7936,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8H4_9280,sp,#174590,Pseudomonas_sp_286_isolate_p8H4_9280,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9B3_9298,sp,#174590,Pseudomonas_sp_286_isolate_p9B3_9298,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3F12_8859,sp,#174590,Pseudomonas_sp_286_isolate_p3F12_8859,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12E4_7994,sp,#174590,Pseudomonas_sp_286_isolate_p12E4_7994,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13F4_8078,sp,#174590,Pseudomonas_sp_286_isolate_p13F4_8078,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11E1_7913,sp,#174590,Pseudomonas_sp_286_isolate_p11E1_7913,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23D1_8429,sp,#174590,Pseudomonas_sp_286_isolate_p23D1_8429,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13G6_8090,sp,#174590,Pseudomonas_sp_286_isolate_p13G6_8090,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5A7_8968,sp,#174590,Pseudomonas_sp_286_isolate_p5A7_8968,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4B2_8901,sp,#174590,Pseudomonas_sp_286_isolate_p4B2_8901,1.60426015255358,#CCCDE4
Pseudomonas_viridiflava_BAV_2572_11713,viridiflava,#7E7E80,Pseudomonas_viridiflava_BAV_2572_11713,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5D12_8997,sp,#174590,Pseudomonas_sp_286_isolate_p5D12_8997,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1A7_8108,sp,#174590,Pseudomonas_sp_286_isolate_p1A7_8108,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p22A3_8361,sp,#174590,Pseudomonas_sp_286_isolate_p22A3_8361,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12B3_7961,sp,#174590,Pseudomonas_sp_286_isolate_p12B3_7961,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24F1_8514,sp,#174590,Pseudomonas_sp_286_isolate_p24F1_8514,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12A6_7954,sp,#174590,Pseudomonas_sp_286_isolate_p12A6_7954,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7A6_9129,sp,#174590,Pseudomonas_sp_286_isolate_p7A6_9129,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5A6_8965,sp,#174590,Pseudomonas_sp_286_isolate_p5A6_8965,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2F12_8780,sp,#174590,Pseudomonas_sp_286_isolate_p2F12_8780,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7F1_9182,sp,#174590,Pseudomonas_sp_286_isolate_p7F1_9182,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1H5_8185,sp,#174590,Pseudomonas_sp_286_isolate_p1H5_8185,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11B1_7884,sp,#174590,Pseudomonas_sp_286_isolate_p11B1_7884,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13E12_8062,sp,#174590,Pseudomonas_sp_286_isolate_p13E12_8062,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23F9_8450,sp,#174590,Pseudomonas_sp_286_isolate_p23F9_8450,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23A2_8401,sp,#174590,Pseudomonas_sp_286_isolate_p23A2_8401,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11G8_7944,sp,#174590,Pseudomonas_sp_286_isolate_p11G8_7944,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25C9_8580,sp,#174590,Pseudomonas_sp_286_isolate_p25C9_8580,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9A9_9289,sp,#174590,Pseudomonas_sp_286_isolate_p9A9_9289,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13E6_8065,sp,#174590,Pseudomonas_sp_286_isolate_p13E6_8065,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23C1_8416,sp,#174590,Pseudomonas_sp_286_isolate_p23C1_8416,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2D1_8765,sp,#174590,Pseudomonas_sp_286_isolate_p2D1_8765,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6D1_9075,sp,#174590,Pseudomonas_sp_286_isolate_p6D1_9075,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7E7_9173,sp,#174590,Pseudomonas_sp_286_isolate_p7E7_9173,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p22F7_8393,sp,#174590,Pseudomonas_sp_286_isolate_p22F7_8393,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p22C1_8373,sp,#174590,Pseudomonas_sp_286_isolate_p22C1_8373,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20A8_8201,sp,#174590,Pseudomonas_sp_286_isolate_p20A8_8201,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24A8_8466,sp,#174590,Pseudomonas_sp_286_isolate_p24A8_8466,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1B8_8124,sp,#174590,Pseudomonas_sp_286_isolate_p1B8_8124,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12B7_7964,sp,#174590,Pseudomonas_sp_286_isolate_p12B7_7964,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13E2_8079,sp,#174590,Pseudomonas_sp_286_isolate_p13E2_8079,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7F9_9179,sp,#174590,Pseudomonas_sp_286_isolate_p7F9_9179,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24C7_8488,sp,#174590,Pseudomonas_sp_286_isolate_p24C7_8488,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20A7_8189,sp,#174590,Pseudomonas_sp_286_isolate_p20A7_8189,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24A7_8469,sp,#174590,Pseudomonas_sp_286_isolate_p24A7_8469,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6F8_9110,sp,#174590,Pseudomonas_sp_286_isolate_p6F8_9110,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3D8_8845,sp,#174590,Pseudomonas_sp_286_isolate_p3D8_8845,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3C8_8834,sp,#174590,Pseudomonas_sp_286_isolate_p3C8_8834,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12E8_7990,sp,#174590,Pseudomonas_sp_286_isolate_p12E8_7990,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11G10_7931,sp,#174590,Pseudomonas_sp_286_isolate_p11G10_7931,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6B9_9069,sp,#174590,Pseudomonas_sp_286_isolate_p6B9_9069,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2B9_8747,sp,#174590,Pseudomonas_sp_286_isolate_p2B9_8747,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4B9_8908,sp,#174590,Pseudomonas_sp_286_isolate_p4B9_8908,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13D3_8051,sp,#174590,Pseudomonas_sp_286_isolate_p13D3_8051,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2B8_8748,sp,#174590,Pseudomonas_sp_286_isolate_p2B8_8748,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p21F2_8327,sp,#174590,Pseudomonas_sp_286_isolate_p21F2_8327,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p26A5_8637,sp,#174590,Pseudomonas_sp_286_isolate_p26A5_8637,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25H2_8625,sp,#174590,Pseudomonas_sp_286_isolate_p25H2_8625,1.60426015255358,#CCCDE4
Pseudomonas_fluorescens_isolate_PS634_11772,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS634_11772,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p26H8_8703,sp,#174590,Pseudomonas_sp_286_isolate_p26H8_8703,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1H4_8183,sp,#174590,Pseudomonas_sp_286_isolate_p1H4_8183,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7H4_9205,sp,#174590,Pseudomonas_sp_286_isolate_p7H4_9205,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6B2_9057,sp,#174590,Pseudomonas_sp_286_isolate_p6B2_9057,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2C8_8758,sp,#174590,Pseudomonas_sp_286_isolate_p2C8_8758,1.60426015255358,#CCCDE4
