strains,species,species_color,strains2,diversity2,color2
Pseudomonas_sp_286_isolate_p1C4_8131,sp,#174590,Pseudomonas_sp_286_isolate_p1C4_8131,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p26H2_8693,sp,#174590,Pseudomonas_sp_286_isolate_p26H2_8693,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p22A2_8359,sp,#174590,Pseudomonas_sp_286_isolate_p22A2_8359,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2G7_8792,sp,#174590,Pseudomonas_sp_286_isolate_p2G7_8792,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11H7_7951,sp,#174590,Pseudomonas_sp_286_isolate_p11H7_7951,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11H4_7945,sp,#174590,Pseudomonas_sp_286_isolate_p11H4_7945,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11H6_7946,sp,#174590,Pseudomonas_sp_286_isolate_p11H6_7946,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p27B7_8715,sp,#174590,Pseudomonas_sp_286_isolate_p27B7_8715,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23F5_8444,sp,#174590,Pseudomonas_sp_286_isolate_p23F5_8444,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13A2_8024,sp,#174590,Pseudomonas_sp_286_isolate_p13A2_8024,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13A1_8026,sp,#174590,Pseudomonas_sp_286_isolate_p13A1_8026,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1A2_8104,sp,#174590,Pseudomonas_sp_286_isolate_p1A2_8104,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3A1_8810,sp,#174590,Pseudomonas_sp_286_isolate_p3A1_8810,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20C5_8212,sp,#174590,Pseudomonas_sp_286_isolate_p20C5_8212,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12B10_7960,sp,#174590,Pseudomonas_sp_286_isolate_p12B10_7960,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p21G4_8339,sp,#174590,Pseudomonas_sp_286_isolate_p21G4_8339,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6C6_9073,sp,#174590,Pseudomonas_sp_286_isolate_p6C6_9073,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p27C6_8714,sp,#174590,Pseudomonas_sp_286_isolate_p27C6_8714,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p26H7_8699,sp,#174590,Pseudomonas_sp_286_isolate_p26H7_8699,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23A9_8413,sp,#174590,Pseudomonas_sp_286_isolate_p23A9_8413,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23C2_8428,sp,#174590,Pseudomonas_sp_286_isolate_p23C2_8428,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25G9_8623,sp,#174590,Pseudomonas_sp_286_isolate_p25G9_8623,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24D9_8501,sp,#174590,Pseudomonas_sp_286_isolate_p24D9_8501,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23B3_8411,sp,#174590,Pseudomonas_sp_286_isolate_p23B3_8411,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7D12_9157,sp,#174590,Pseudomonas_sp_286_isolate_p7D12_9157,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8C1_9224,sp,#174590,Pseudomonas_sp_286_isolate_p8C1_9224,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8A7_9211,sp,#174590,Pseudomonas_sp_286_isolate_p8A7_9211,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12H8_8023,sp,#174590,Pseudomonas_sp_286_isolate_p12H8_8023,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p27H4_8734,sp,#174590,Pseudomonas_sp_286_isolate_p27H4_8734,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4A11_8886,sp,#174590,Pseudomonas_sp_286_isolate_p4A11_8886,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23A3_8406,sp,#174590,Pseudomonas_sp_286_isolate_p23A3_8406,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p13F3_8074,sp,#174590,Pseudomonas_sp_286_isolate_p13F3_8074,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3A9_8816,sp,#174590,Pseudomonas_sp_286_isolate_p3A9_8816,1.60426015255358,#CCCDE4
Pseudomonas_viridiflava_CFBP13507_7767,viridiflava,#7E7E80,Pseudomonas_viridiflava_CFBP13507_7767,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24G2_8529,sp,#174590,Pseudomonas_sp_286_isolate_p24G2_8529,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20D2_8219,sp,#174590,Pseudomonas_sp_286_isolate_p20D2_8219,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20E12_8226,sp,#174590,Pseudomonas_sp_286_isolate_p20E12_8226,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8H8_9276,sp,#174590,Pseudomonas_sp_286_isolate_p8H8_9276,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9F6_9343,sp,#174590,Pseudomonas_sp_286_isolate_p9F6_9343,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7F5_9178,sp,#174590,Pseudomonas_sp_286_isolate_p7F5_9178,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p26F9_8686,sp,#174590,Pseudomonas_sp_286_isolate_p26F9_8686,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p27A7_8701,sp,#174590,Pseudomonas_sp_286_isolate_p27A7_8701,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p27A6_8705,sp,#174590,Pseudomonas_sp_286_isolate_p27A6_8705,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7C5_9148,sp,#174590,Pseudomonas_sp_286_isolate_p7C5_9148,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8B8_9218,sp,#174590,Pseudomonas_sp_286_isolate_p8B8_9218,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4C11_8902,sp,#174590,Pseudomonas_sp_286_isolate_p4C11_8902,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p25F1_8603,sp,#174590,Pseudomonas_sp_286_isolate_p25F1_8603,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6B11_9055,sp,#174590,Pseudomonas_sp_286_isolate_p6B11_9055,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8B9_9219,sp,#174590,Pseudomonas_sp_286_isolate_p8B9_9219,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6G5_9112,sp,#174590,Pseudomonas_sp_286_isolate_p6G5_9112,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6A7_9048,sp,#174590,Pseudomonas_sp_286_isolate_p6A7_9048,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p23D3_8434,sp,#174590,Pseudomonas_sp_286_isolate_p23D3_8434,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9H1_9361,sp,#174590,Pseudomonas_sp_286_isolate_p9H1_9361,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p24A4_8470,sp,#174590,Pseudomonas_sp_286_isolate_p24A4_8470,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p20H4_8264,sp,#174590,Pseudomonas_sp_286_isolate_p20H4_8264,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4D10_8918,sp,#174590,Pseudomonas_sp_286_isolate_p4D10_8918,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p21A4_8278,sp,#174590,Pseudomonas_sp_286_isolate_p21A4_8278,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p4A9_8898,sp,#174590,Pseudomonas_sp_286_isolate_p4A9_8898,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5G3_9028,sp,#174590,Pseudomonas_sp_286_isolate_p5G3_9028,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9F1_9334,sp,#174590,Pseudomonas_sp_286_isolate_p9F1_9334,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7H1_9200,sp,#174590,Pseudomonas_sp_286_isolate_p7H1_9200,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p11E10_7909,sp,#174590,Pseudomonas_sp_286_isolate_p11E10_7909,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p21H4_8354,sp,#174590,Pseudomonas_sp_286_isolate_p21H4_8354,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p5G2_9027,sp,#174590,Pseudomonas_sp_286_isolate_p5G2_9027,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9H3_9358,sp,#174590,Pseudomonas_sp_286_isolate_p9H3_9358,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p7E12_9169,sp,#174590,Pseudomonas_sp_286_isolate_p7E12_9169,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p8A9_9207,sp,#174590,Pseudomonas_sp_286_isolate_p8A9_9207,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p1C12_8129,sp,#174590,Pseudomonas_sp_286_isolate_p1C12_8129,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3H8_8892,sp,#174590,Pseudomonas_sp_286_isolate_p3H8_8892,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p9H7_9366,sp,#174590,Pseudomonas_sp_286_isolate_p9H7_9366,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p6H10_9117,sp,#174590,Pseudomonas_sp_286_isolate_p6H10_9117,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p2A10_8731,sp,#174590,Pseudomonas_sp_286_isolate_p2A10_8731,1.60426015255358,#CCCDE4
Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,viridiflava,#7E7E80,Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p3E2_8854,sp,#174590,Pseudomonas_sp_286_isolate_p3E2_8854,1.60426015255358,#CCCDE4
Pseudomonas_sp_286_isolate_p12E1_7984,sp,#174590,Pseudomonas_sp_286_isolate_p12E1_7984,1.60426015255358,#CCCDE4
Pseudomonas_sp_DSM_28140_3042,sp,#174590,Pseudomonas_sp_DSM_28140_3042,3.76901020980458,#6A51A3
Pseudomonas_sp_TAA207_3876,sp,#174590,Pseudomonas_sp_TAA207_3876,3.76901020980458,#6A51A3
Pseudomonas_weihenstephanensis_DSM_29166_3045,weihenstephanensis,#7E7E80,Pseudomonas_weihenstephanensis_DSM_29166_3045,3.76901020980458,#6A51A3
Pseudomonas_lundensis_L1802_5969,lundensis,#7E7E80,Pseudomonas_lundensis_L1802_5969,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU2390_2972,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU2390_2972,3.76901020980458,#6A51A3
Pseudomonas_lundensis_L1817_7260,lundensis,#7E7E80,Pseudomonas_lundensis_L1817_7260,3.76901020980458,#6A51A3
Pseudomonas_lundensis_L1810_6634,lundensis,#7E7E80,Pseudomonas_lundensis_L1810_6634,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU11164_2968,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU11164_2968,3.76901020980458,#6A51A3
Pseudomonas_lundensis_L1822_6360,lundensis,#7E7E80,Pseudomonas_lundensis_L1822_6360,3.76901020980458,#6A51A3
Pseudomonas_sp_AU11048_5033,sp,#174590,Pseudomonas_sp_AU11048_5033,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_AU12597_2974,fluorescens,#70BCC9,Pseudomonas_fluorescens_AU12597_2974,3.76901020980458,#6A51A3
Pseudomonas_lundensis_AU1044_9429,lundensis,#7E7E80,Pseudomonas_lundensis_AU1044_9429,3.76901020980458,#6A51A3
Pseudomonas_lundensis_BS3654_6369,lundensis,#7E7E80,Pseudomonas_lundensis_BS3654_6369,3.76901020980458,#6A51A3
Pseudomonas_sp_AU14541_5072,sp,#174590,Pseudomonas_sp_AU14541_5072,3.76901020980458,#6A51A3
Pseudomonas_sp_AU9518_5594,sp,#174590,Pseudomonas_sp_AU9518_5594,3.76901020980458,#6A51A3
Pseudomonas_lundensis_DSM_6252_2988,lundensis,#7E7E80,Pseudomonas_lundensis_DSM_6252_2988,3.76901020980458,#6A51A3
Pseudomonas_lundensis_MFPA15A1205_5896,lundensis,#7E7E80,Pseudomonas_lundensis_MFPA15A1205_5896,3.76901020980458,#6A51A3
Pseudomonas_helleri_FSL_R10-2339_11835,helleri,#7E7E80,Pseudomonas_helleri_FSL_R10-2339_11835,3.76901020980458,#6A51A3
Pseudomonas_saxonica_DSM_108989_11871,saxonica,#7E7E80,Pseudomonas_saxonica_DSM_108989_11871,3.76901020980458,#6A51A3
Pseudomonas_saxonica_DSM_108990_11870,saxonica,#7E7E80,Pseudomonas_saxonica_DSM_108990_11870,3.76901020980458,#6A51A3
Pseudomonas_sp_A4R15_5513,sp,#174590,Pseudomonas_sp_A4R15_5513,3.76901020980458,#6A51A3
Pseudomonas_sp_A4R112_5412,sp,#174590,Pseudomonas_sp_A4R112_5412,3.76901020980458,#6A51A3
Pseudomonas_sp_PAMC_29040_9450,sp,#174590,Pseudomonas_sp_PAMC_29040_9450,3.76901020980458,#6A51A3
Pseudomonas_sp_Fl4BN2_11855,sp,#174590,Pseudomonas_sp_Fl4BN2_11855,3.76901020980458,#6A51A3
Pseudomonas_fragi_A22_417,fragi,#7E7E80,Pseudomonas_fragi_A22_417,3.76901020980458,#6A51A3
Pseudomonas_sp_91_2019_11649,sp,#174590,Pseudomonas_sp_91_2019_11649,3.76901020980458,#6A51A3
Pseudomonas_psychrophila_L1010_3872,psychrophila,#7E7E80,Pseudomonas_psychrophila_L1010_3872,3.76901020980458,#6A51A3
Pseudomonas_sp_Lz4W_6089,sp,#174590,Pseudomonas_sp_Lz4W_6089,3.76901020980458,#6A51A3
Pseudomonas_fragi_P121_4040,fragi,#7E7E80,Pseudomonas_fragi_P121_4040,3.76901020980458,#6A51A3
Pseudomonas_taetrolens_DSM_21104_3090,taetrolens,#7E7E80,Pseudomonas_taetrolens_DSM_21104_3090,3.76901020980458,#6A51A3
Pseudomonas_taetrolens_BS3652_4951,taetrolens,#7E7E80,Pseudomonas_taetrolens_BS3652_4951,3.76901020980458,#6A51A3
Pseudomonas_taetrolens_NCTC8067_7349,taetrolens,#7E7E80,Pseudomonas_taetrolens_NCTC8067_7349,3.76901020980458,#6A51A3
Pseudomonas_taetrolens_NCTC10697_6236,taetrolens,#7E7E80,Pseudomonas_taetrolens_NCTC10697_6236,3.76901020980458,#6A51A3
Pseudomonas_endophytica_BSTT44_3675,endophytica,#7E7E80,Pseudomonas_endophytica_BSTT44_3675,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-0765_11734,sp,#174590,Pseudomonas_sp_FSL_R10-0765_11734,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-2245_11873,sp,#174590,Pseudomonas_sp_FSL_R10-2245_11873,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-2172_11846,sp,#174590,Pseudomonas_sp_FSL_R10-2172_11846,3.76901020980458,#6A51A3
Pseudomonas_helleri_DSM_29165_3044,helleri,#7E7E80,Pseudomonas_helleri_DSM_29165_3044,3.76901020980458,#6A51A3
Pseudomonas_psychrophila_BIGb0477_7520,psychrophila,#7E7E80,Pseudomonas_psychrophila_BIGb0477_7520,3.76901020980458,#6A51A3
Pseudomonas_helleri_FSL_R10-3257_11829,helleri,#7E7E80,Pseudomonas_helleri_FSL_R10-3257_11829,3.76901020980458,#6A51A3
Pseudomonas_helleri_FSL_R10-3254_11832,helleri,#7E7E80,Pseudomonas_helleri_FSL_R10-3254_11832,3.76901020980458,#6A51A3
Pseudomonas_helleri_FSL_R10-2940_11830,helleri,#7E7E80,Pseudomonas_helleri_FSL_R10-2940_11830,3.76901020980458,#6A51A3
Pseudomonas_helleri_DSM_28141_3043,helleri,#7E7E80,Pseudomonas_helleri_DSM_28141_3043,3.76901020980458,#6A51A3
Pseudomonas_deceptionensis_DSM_26521_2925,deceptionensis,#7E7E80,Pseudomonas_deceptionensis_DSM_26521_2925,3.76901020980458,#6A51A3
Pseudomonas_deceptionensis_LMG_25555_5304,deceptionensis,#7E7E80,Pseudomonas_deceptionensis_LMG_25555_5304,3.76901020980458,#6A51A3
Pseudomonas_psychrophila_BS3667_5225,psychrophila,#7E7E80,Pseudomonas_psychrophila_BS3667_5225,3.76901020980458,#6A51A3
Pseudomonas_sp_CF149_452,sp,#174590,Pseudomonas_sp_CF149_452,3.76901020980458,#6A51A3
Pseudomonas_psychrophila_DSM_17535_3008,psychrophila,#7E7E80,Pseudomonas_psychrophila_DSM_17535_3008,3.76901020980458,#6A51A3
Pseudomonas_psychrophila_RGCB_166_3007,psychrophila,#7E7E80,Pseudomonas_psychrophila_RGCB_166_3007,3.76901020980458,#6A51A3
Pseudomonas_fragi_21197_1_7307,fragi,#7E7E80,Pseudomonas_fragi_21197_1_7307,3.76901020980458,#6A51A3
Pseudomonas_sp_OV144_11345,sp,#174590,Pseudomonas_sp_OV144_11345,3.76901020980458,#6A51A3
Pseudomonas_sp_18047_isolate_18047_Pseudomonas3_Ancestor_12273,sp,#174590,Pseudomonas_sp_18047_isolate_18047_Pseudomonas3_Ancestor_12273,3.76901020980458,#6A51A3
Pseudomonas_fragi_NBRC_3458_6407,fragi,#7E7E80,Pseudomonas_fragi_NBRC_3458_6407,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1786_6418,fragi,#7E7E80,Pseudomonas_fragi_F1786_6418,3.76901020980458,#6A51A3
Pseudomonas_fragi_B25_416,fragi,#7E7E80,Pseudomonas_fragi_B25_416,3.76901020980458,#6A51A3
Pseudomonas_fragi_NMC25_7106,fragi,#7E7E80,Pseudomonas_fragi_NMC25_7106,3.76901020980458,#6A51A3
Pseudomonas_sp_TMW_21634_7382,sp,#174590,Pseudomonas_sp_TMW_21634_7382,3.76901020980458,#6A51A3
Pseudomonas_fragi_NRRL_B-727_6292,fragi,#7E7E80,Pseudomonas_fragi_NRRL_B-727_6292,3.76901020980458,#6A51A3
Pseudomonas_fragi_DBC_6888,fragi,#7E7E80,Pseudomonas_fragi_DBC_6888,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1820_6309,fragi,#7E7E80,Pseudomonas_fragi_F1820_6309,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1801_5857,fragi,#7E7E80,Pseudomonas_fragi_F1801_5857,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS685_11780,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS685_11780,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-0071_11730,sp,#174590,Pseudomonas_sp_FSL_R10-0071_11730,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-2964_11609,sp,#174590,Pseudomonas_sp_FSL_R10-2964_11609,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_R10-1339_11623,sp,#174590,Pseudomonas_sp_FSL_R10-1339_11623,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_A6-1183_11737,sp,#174590,Pseudomonas_sp_FSL_A6-1183_11737,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1815_7224,fragi,#7E7E80,Pseudomonas_fragi_F1815_7224,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1794_6788,fragi,#7E7E80,Pseudomonas_fragi_F1794_6788,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1813_6960,fragi,#7E7E80,Pseudomonas_fragi_F1813_6960,3.76901020980458,#6A51A3
Pseudomonas_fragi_F1816_6813,fragi,#7E7E80,Pseudomonas_fragi_F1816_6813,3.76901020980458,#6A51A3
Pseudomonas_sp_FSL_W7-0098_9446,sp,#174590,Pseudomonas_sp_FSL_W7-0098_9446,3.76901020980458,#6A51A3
Pseudomonas_fragi_3012STDY7103891_11334,fragi,#7E7E80,Pseudomonas_fragi_3012STDY7103891_11334,3.76901020980458,#6A51A3
Pseudomonas_sp_Pseudomonas_parafragi_isolate_TH39_9386,sp,#174590,Pseudomonas_sp_Pseudomonas_parafragi_isolate_TH39_9386,3.76901020980458,#6A51A3
Pseudomonas_gingeri_NCPPB_3146__LMG_5327_7209,gingeri,#7E7E80,Pseudomonas_gingeri_NCPPB_3146__LMG_5327_7209,3.76901020980458,#6A51A3
Pseudomonas_fuscovaginae_IRRI_6609_3683,fuscovaginae,#7E7E80,Pseudomonas_fuscovaginae_IRRI_6609_3683,3.76901020980458,#6A51A3
Pseudomonas_asplenii_ATCC_23835_6188,asplenii,#7E7E80,Pseudomonas_asplenii_ATCC_23835_6188,NaN,#000000
Pseudomonas_fuscovaginae_LMG_2158_5409,fuscovaginae,#7E7E80,Pseudomonas_fuscovaginae_LMG_2158_5409,NaN,#000000
Pseudomonas_sp_MWU12-2323_11708,sp,#174590,Pseudomonas_sp_MWU12-2323_11708,3.76901020980458,#6A51A3
Pseudomonas_sp_QS1027_7283,sp,#174590,Pseudomonas_sp_QS1027_7283,3.76901020980458,#6A51A3
Pseudomonas_asplenii_ES_FE-G7_7673,asplenii,#7E7E80,Pseudomonas_asplenii_ES_FE-G7_7673,NaN,#000000
Pseudomonas_asplenii_ES_PA-B6_7675,asplenii,#7E7E80,Pseudomonas_asplenii_ES_PA-B6_7675,0,#FCFBFD
Pseudomonas_asplenii_ES_PA-B8_7672,asplenii,#7E7E80,Pseudomonas_asplenii_ES_PA-B8_7672,0,#FCFBFD
Pseudomonas_asplenii_ES_PA-E7_7674,asplenii,#7E7E80,Pseudomonas_asplenii_ES_PA-E7_7674,0,#FCFBFD
Pseudomonas_fluorescens_isolate_PS723_11786,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS723_11786,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS691_11788,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS691_11788,3.76901020980458,#6A51A3
Pseudomonas_sp_CCM_7893_11653,sp,#174590,Pseudomonas_sp_CCM_7893_11653,3.76901020980458,#6A51A3
Pseudomonas_sp_ANT_H4_12288,sp,#174590,Pseudomonas_sp_ANT_H4_12288,3.76901020980458,#6A51A3
Pseudomonas_sp_K2I15_5966,sp,#174590,Pseudomonas_sp_K2I15_5966,3.76901020980458,#6A51A3
Pseudomonas_sp_GP01-A4_6390,sp,#174590,Pseudomonas_sp_GP01-A4_6390,3.76901020980458,#6A51A3
Pseudomonas_sp_Ag1_413,sp,#174590,Pseudomonas_sp_Ag1_413,3.76901020980458,#6A51A3
Pseudomonas_sp_PAMC_26793_424,sp,#174590,Pseudomonas_sp_PAMC_26793_424,3.76901020980458,#6A51A3
Pseudomonas_sp_ATCC_PTA-122608_5149,sp,#174590,Pseudomonas_sp_ATCC_PTA-122608_5149,3.76901020980458,#6A51A3
Pseudomonas_mucidolens_isolate_DSM_19168T_7777,mucidolens,#7E7E80,Pseudomonas_mucidolens_isolate_DSM_19168T_7777,3.76901020980458,#6A51A3
Pseudomonas_gessardii_DSM_17152_11621,gessardii,#7E7E80,Pseudomonas_gessardii_DSM_17152_11621,3.76901020980458,#6A51A3
Pseudomonas_sp_ICMP_8385_5832,sp,#174590,Pseudomonas_sp_ICMP_8385_5832,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_GcM5-1A_3679,fluorescens,#70BCC9,Pseudomonas_fluorescens_GcM5-1A_3679,3.76901020980458,#6A51A3
Pseudomonas_brenneri_BIGb0273_9434,brenneri,#7E7E80,Pseudomonas_brenneri_BIGb0273_9434,3.76901020980458,#6A51A3
Pseudomonas_proteolytica_DSM_15321_11616,proteolytica,#7E7E80,Pseudomonas_proteolytica_DSM_15321_11616,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_ATCC_17400_2423,fluorescens,#70BCC9,Pseudomonas_fluorescens_ATCC_17400_2423,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_isolate_PS834_11793,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS834_11793,3.76901020980458,#6A51A3
Pseudomonas_proteolytica_BS2985_6818,proteolytica,#7E7E80,Pseudomonas_proteolytica_BS2985_6818,3.76901020980458,#6A51A3
Pseudomonas_gessardii_BS2982_6032,gessardii,#7E7E80,Pseudomonas_gessardii_BS2982_6032,3.76901020980458,#6A51A3
Pseudomonas_sp_LG1D9_6333,sp,#174590,Pseudomonas_sp_LG1D9_6333,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_UK4_2944,fluorescens,#70BCC9,Pseudomonas_fluorescens_UK4_2944,3.76901020980458,#6A51A3
Pseudomonas_brenneri_BS2771_6272,brenneri,#7E7E80,Pseudomonas_brenneri_BS2771_6272,3.76901020980458,#6A51A3
Pseudomonas_mucidolens_LMG_2223_5977,mucidolens,#7E7E80,Pseudomonas_mucidolens_LMG_2223_5977,3.76901020980458,#6A51A3
Pseudomonas_mucidolens_NCTC8068_6440,mucidolens,#7E7E80,Pseudomonas_mucidolens_NCTC8068_6440,3.76901020980458,#6A51A3
Pseudomonas_sp_DTU121_11630,sp,#174590,Pseudomonas_sp_DTU121_11630,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_NCTC10392_7095,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCTC10392_7095,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_NCTC3756_7133,fluorescens,#70BCC9,Pseudomonas_fluorescens_NCTC3756_7133,3.76901020980458,#6A51A3
Pseudomonas_fluorescens_PF08_9400,fluorescens,#70BCC9,Pseudomonas_fluorescens_PF08_9400,3.76901020980458,#6A51A3
Pseudomonas_sp_CBZ-4_651,sp,#174590,Pseudomonas_sp_CBZ-4_651,3.76901020980458,#6A51A3
Pseudomonas_poae_MYb117_6319,poae,#7E7E80,Pseudomonas_poae_MYb117_6319,3.76901020980458,#6A51A3
Pseudomonas_nabeulensis_E10B_7580,nabeulensis,#7E7E80,Pseudomonas_nabeulensis_E10B_7580,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p11E11_7908,sp,#174590,Pseudomonas_sp_286_isolate_p11E11_7908,3.76901020980458,#6A51A3
Pseudomonas_trivialis_MYb75_7047,trivialis,#7E7E80,Pseudomonas_trivialis_MYb75_7047,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p1G12_8164,sp,#174590,Pseudomonas_sp_286_isolate_p1G12_8164,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p4A8_8896,sp,#174590,Pseudomonas_sp_286_isolate_p4A8_8896,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p8A8_9208,sp,#174590,Pseudomonas_sp_286_isolate_p8A8_9208,3.76901020980458,#6A51A3
Pseudomonas_sp_286_isolate_p3G11_8870,sp,#174590,Pseudomonas_sp_286_isolate_p3G11_8870,3.76901020980458,#6A51A3
